,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
311,67,Female,White,Divorced,"Some college, no 4-year degree",Retired,5. 40m-49.9m,48,Yes,Yes,No,Purchased the book,Yes,No,1,1,0
312,60,Female,White,Widowed,"Some college, no 4-year degree",Not employed for pay,Refused,48,Yes,No,No,Purchased the book,Yes,No,1,0,0
313,55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,48,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
314,47,Female,White,Living with a partner,High school graduate,Have own business/self-employed,5. 40m-49.9m,48,Yes,No,No,Purchased the book,No,No,1,0,0
315,23,Male,Other,Never been married,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,47,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1
316,46,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,47,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
317,27,Female,Black or African-American,Never been married,High school graduate,Employed full-time,1. <10m,45,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
318,22,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,2. 10-19.9,45,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
319,70,Male,White,Widowed,High school graduate,Retired,3. 20-29.9,45,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
320,67,Male,White,Married,College graduate,Employed part-time,5. 40m-49.9m,45,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0
321,38,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,45,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
322,18,Female,White,Never been married,High school incomplete,Employed part-time,2. 10-19.9,45,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
323,17,Male,White,Never been married,High school incomplete,Not employed for pay,5. 50-74.9,45,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
324,59,Male,White,Married,High school graduate,Employed full-time,4. 30m-39.9m,43,Yes,No,No,Purchased the book,Yes,No,1,0,0
325,27,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,42,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
326,73,Male,Refused,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,40,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
327,69,Male,Refused,Married,Post-graduate training/professional school after college,Retired,Refused,40,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
328,21,Male,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Employed full-time,1. <10m,40,Yes,No,No,Purchased the book,No,No,1,0,0
329,23,Female,Black or African-American,Living with a partner,High school graduate,Not employed for pay,3. 20-29.9,40,No,No,No,Purchased the book,Yes,Yes,0,0,0
330,19,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,40,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
331,83,Male,White,Married,High school incomplete,Retired,5. 50-74.9,40,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
332,80,Female,White,Widowed,High school graduate,Retired,Refused,40,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
333,75,Female,White,Married,High school graduate,Retired,Refused,40,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
334,74,Female,White,Married,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,40,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
335,69,Male,White,Widowed,Post-graduate training/professional school after college,Retired,5. 50-74.9,40,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
336,69,Male,White,Married,College graduate,Retired,7. 100-149.9,40,Yes,Yes,Don’t know,Borrowed the book from a library,No,Yes,1,1,0
337,68,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,40,No,Yes,No,Purchased the book,No,No,0,1,0
338,68,Female,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,40,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
339,66,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,40,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
340,65,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,40,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
341,63,Female,White,Married,High school graduate,Retired,4. 30m-39.9m,40,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1
342,63,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
343,63,Female,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
344,63,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,40,Yes,No,No,Purchased the book,No,No,1,0,0
345,62,Male,White,Married,College graduate,Retired,6. 75-99.9,40,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
346,60,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,40,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
347,58,Female,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,40,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
348,57,Male,White,Single,High school graduate,Not employed for pay,7. 100-149.9,40,No,No,No,Purchased the book,No,Yes,0,0,0
349,55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,40,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
350,54,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,40,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,1,1
351,54,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,40,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,1,0,1
352,54,Female,White,Married,"Some college, no 4-year degree",Employed part-time,6. 75-99.9,40,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
353,54,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,40,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
354,53,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,40,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
355,52,Female,White,Divorced,High school graduate,Not employed for pay,1. <10m,40,No,No,No,Purchased the book,Yes,No,0,0,0
356,52,Male,White,Married,High school graduate,Employed full-time,Refused,40,Yes,No,Yes,Purchased the book,No,No,1,0,1
357,50,Male,White,Separated,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,40,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
358,49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,40,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
359,47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,40,Yes,No,No,Got the book some other way,Yes,No,1,0,0
360,46,Male,White,Living with a partner,College graduate,Employed full-time,7. 100-149.9,40,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
361,45,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,No,No,Yes,Purchased the book,Yes,No,0,0,1
362,42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,40,Yes,Yes,Yes,no_valid_response,Yes,Yes,1,1,1
363,41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
364,39,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,40,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
365,37,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1
366,35,Male,White,Married,College graduate,Not employed for pay,3. 20-29.9,40,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
367,35,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,40,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,1,0,1
368,34,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,40,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
369,33,Female,White,Married,College graduate,Not employed for pay,6. 75-99.9,40,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1
370,33,Female,White,Married,College graduate,Not employed for pay,Refused,40,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
371,32,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,40,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No,1,1,1
372,29,Male,White,Married,High school graduate,Employed full-time,5. 50-74.9,40,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
373,23,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,40,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
374,22,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,40,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
375,20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,2. 10-19.9,40,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
376,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,40,Yes,No,No,Purchased the book,Yes,No,1,0,0
377,16,Female,White,Never been married,High school incomplete,Not employed for pay,6. 75-99.9,40,Yes,Yes,No,Purchased the book,Yes,No,1,1,0
378,16,Male,White,Never been married,High school incomplete,Employed part-time,5. 40m-49.9m,40,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
379,22,Male,Mixed race,Living with a partner,High school graduate,Employed part-time,5. 40m-49.9m,38,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
380,62,Female,White,Married,College graduate,Other,5. 50-74.9,37,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
381,20,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,2. 10-19.9,36,Yes,No,No,Got the book some other way,No,No,1,0,0
382,86,Female,White,Married,High school graduate,Retired,7. 100-149.9,36,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
383,82,Female,White,Married,College graduate,Employed part-time,Refused,36,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
384,77,Female,White,Widowed,"Some college, no 4-year degree",Retired,4. 30m-39.9m,36,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
385,72,Female,White,Widowed,"Some college, no 4-year degree",Retired,5. 50-74.9,36,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
386,70,Male,White,Don’t know,Post-graduate training/professional school after college,Retired,Refused,36,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
387,64,Female,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,36,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
388,57,Female,White,Divorced,College graduate,Employed part-time,Refused,36,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
389,55,Female,White,Married,"Some college, no 4-year degree",Disabled,2. 10-19.9,36,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
390,52,Male,White,Divorced,Post-graduate training/professional school after college,Retired,3. 20-29.9,36,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
391,42,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,36,No,No,Yes,Purchased the book,Yes,No,0,0,1
392,36,Female,White,Never been married,College graduate,Not employed for pay,5. 50-74.9,36,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
393,36,Female,White,Married,College graduate,Not employed for pay,7. 100-149.9,36,Yes,Yes,Yes,Got the book some other way,Yes,Yes,1,1,1
394,30,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,36,Yes,No,No,Purchased the book,No,No,1,0,0
395,29,Female,White,Never been married,Post-graduate training/professional school after college,Not employed for pay,4. 30m-39.9m,36,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No,1,1,0
396,17,Female,White,Never been married,High school incomplete,Not employed for pay,5. 50-74.9,36,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
397,74,Female,Refused,Widowed,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,35,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
398,22,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,1. <10m,35,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
399,79,Male,White,Widowed,High school graduate,Retired,2. 10-19.9,35,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
400,72,Female,White,Widowed,Post-graduate training/professional school after college,Employed part-time,6. 75-99.9,35,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
401,71,Female,White,Divorced,Post-graduate training/professional school after college,Employed part-time,5. 50-74.9,35,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
402,65,Female,White,Married,High school graduate,Retired,3. 20-29.9,35,No,No,Yes,Purchased the book,No,No,0,0,1
403,62,Female,White,Married,College graduate,Retired,4. 30m-39.9m,35,Yes,No,No,Purchased the book,No,Yes,1,0,0
404,58,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,35,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
405,51,Female,White,Divorced,College graduate,Employed full-time,3. 20-29.9,35,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
406,51,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,35,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
407,43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,35,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
408,42,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,35,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
409,39,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,5. 40m-49.9m,35,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
410,33,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,35,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
411,24,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,3. 20-29.9,35,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
412,57,Female,White,Divorced,"Some college, no 4-year degree",Disabled,7. 100-149.9,32,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
413,39,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,32,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
414,28,Female,White,Married,"Some college, no 4-year degree",Employed part-time,2. 10-19.9,32,Yes,No,No,Purchased the book,No,No,1,0,0
415,55,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,30,No,Yes,No,Purchased the book,No,No,0,1,0
416,52,Male,Refused,Married,None,Employed part-time,5. 50-74.9,30,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
417,49,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
418,36,Female,Other,Never been married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,30,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
419,25,Female,Other,Never been married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
420,20,Male,Other,Never been married,College graduate,Student,3. 20-29.9,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
421,18,Female,Native American/American Indian,Never been married,High school graduate,Not employed for pay,5. 50-74.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
422,72,Male,Mixed race,Divorced,"Some college, no 4-year degree",Retired,3. 20-29.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
423,54,Male,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,30,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
424,16,Female,Mixed race,Never been married,High school incomplete,Not employed for pay,5. 40m-49.9m,30,Don’t know,Yes,No,Borrowed the book from a library,Yes,Yes,0,1,0
425,50,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
426,35,Male,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,1. <10m,30,Yes,Yes,Don’t know,Got the book some other way,Yes,Yes,1,1,0
427,63,Female,Black or African-American,Widowed,Post-graduate training/professional school after college,Retired,5. 50-74.9,30,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
428,57,Female,Black or African-American,Never been married,High school graduate,Employed full-time,2. 10-19.9,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
429,56,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
430,52,Female,Black or African-American,Never been married,College graduate,Not employed for pay,5. 40m-49.9m,30,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
431,42,Female,Black or African-American,Never been married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
432,29,Male,Black or African-American,Never been married,College graduate,Employed full-time,5. 40m-49.9m,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
433,29,Male,Black or African-American,Never been married,College graduate,Employed part-time,3. 20-29.9,30,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
434,25,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,1. <10m,30,Yes,Don’t know,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
435,23,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,30,Yes,No,No,Got the book some other way,Yes,No,1,0,0
436,22,Male,Black or African-American,Never been married,High school graduate,Employed part-time,5. 50-74.9,30,Yes,No,Yes,Got the book some other way,No,No,1,0,1
437,20,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,30,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
438,20,Male,Black or African-American,Never been married,High school graduate,Employed part-time,3. 20-29.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
439,16,Female,Black or African-American,Never been married,High school incomplete,Student,7. 100-149.9,30,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
440,16,Male,Black or African-American,Don’t know,High school incomplete,Not employed for pay,Refused,30,No,No,No,Got the book some other way,Yes,No,0,0,0
441,16,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,6. 75-99.9,30,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
442,82,Male,White,Married,College graduate,Retired,6. 75-99.9,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
443,77,Female,White,Married,High school graduate,Retired,2. 10-19.9,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
444,74,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
445,72,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,3. 20-29.9,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
446,71,Male,White,Married,College graduate,Retired,5. 50-74.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
447,71,Female,White,Married,"Some college, no 4-year degree",Disabled,2. 10-19.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
448,71,Female,White,Widowed,"Some college, no 4-year degree",Retired,3. 20-29.9,30,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
449,70,Female,White,Married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,30,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
450,67,Female,White,Married,High school incomplete,Retired,4. 30m-39.9m,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
451,67,Female,White,Married,College graduate,Retired,6. 75-99.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
452,66,Female,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,30,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
453,65,Male,White,Married,Post-graduate training/professional school after college,Retired,Refused,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
454,65,Female,White,Married,High school graduate,Retired,5. 40m-49.9m,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
455,63,Male,White,Divorced,Post-graduate training/professional school after college,Retired,6. 75-99.9,30,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0
456,62,Female,White,Divorced,Post-graduate training/professional school after college,Retired,5. 50-74.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
457,62,Male,White,Married,College graduate,Employed full-time,3. 20-29.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
458,61,Female,White,Married,Post-graduate training/professional school after college,Retired,5. 50-74.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
459,60,Male,White,Married,High school graduate,Retired,5. 50-74.9,30,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
460,60,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,30,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
461,59,Male,White,Married,College graduate,Retired,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
462,58,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
463,57,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
464,57,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,30,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
465,57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
466,56,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
467,55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
468,55,Male,White,Divorced,"Some college, no 4-year degree",Retired,5. 50-74.9,30,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
469,54,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
470,54,Female,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
471,54,Female,White,Separated,None,Disabled,1. <10m,30,No,No,No,Purchased the book,Yes,No,0,0,0
472,54,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
473,53,Female,White,Divorced,"Technical, trade or vocational school AFTER high school",Disabled,1. <10m,30,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
474,52,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Got the book some other way,No,No,1,0,1
475,51,Female,White,Married,High school graduate,Employed full-time,6. 75-99.9,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
476,51,Female,White,Separated,College graduate,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Got the book some other way,No,Yes,1,0,1
477,51,Female,White,Married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
478,51,Male,White,Married,College graduate,Employed part-time,7. 100-149.9,30,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
479,50,Female,White,Never been married,College graduate,Employed full-time,5. 40m-49.9m,30,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
480,50,Male,White,Never been married,Post-graduate training/professional school after college,Not employed for pay,7. 100-149.9,30,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
481,50,Male,White,Married,College graduate,Employed full-time,3. 20-29.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
482,50,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
483,49,Male,White,Never been married,"Technical, trade or vocational school AFTER high school",Employed part-time,2. 10-19.9,30,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
484,49,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
485,46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
486,44,Female,White,Married,High school graduate,Have own business/self-employed,6. 75-99.9,30,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
487,44,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
488,42,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
489,42,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,30,Yes,No,No,Got the book some other way,Yes,No,1,0,0
490,41,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,30,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
491,40,Male,White,Divorced,"Some college, no 4-year degree",Retired,3. 20-29.9,30,Yes,No,Yes,Got the book some other way,Yes,No,1,0,1
492,40,Female,White,Married,College graduate,Employed full-time,Refused,30,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
493,39,Female,White,Divorced,College graduate,Not employed for pay,7. 100-149.9,30,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
494,39,Female,White,Never been married,College graduate,Not employed for pay,4. 30m-39.9m,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
495,38,Female,White,Married,High school graduate,Employed full-time,Refused,30,Yes,No,No,Purchased the book,No,No,1,0,0
496,37,Female,White,Married,College graduate,Employed full-time,Refused,30,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
497,36,Female,White,Married,College graduate,Employed part-time,5. 50-74.9,30,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
498,34,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
499,33,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,30,Yes,No,No,Purchased the book,No,No,1,0,0
500,33,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,30,Yes,No,No,Got the book some other way,No,Yes,1,0,0
501,32,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
502,31,Female,White,Married,High school graduate,Employed part-time,7. 100-149.9,30,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1
503,29,Female,White,Married,College graduate,Not employed for pay,3. 20-29.9,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
